Role,Business Area,Question,Reply,Industry,EmployeeCode
Engagement Manager,Office of CFO, Improvement in EBITDA,Intermediate,IT/ITES,WAPL-MC-E0485
Engagement Manager,Office of CFO, Improvement in EBITDA,Intermediate,Logistics,WAPL-MC-E0485
Engagement Manager,Office of CFO, Improvement in EBITDA,Intermediate,Manufacturing,WAPL-MC-E0485
Engagement Manager,Office of CFO, Improvement in EBITDA,Intermediate,Others,WAPL-MC-E0485
Engagement Manager,Office of CFO, Improvement in Cashflow - DIO,Intermediate,B2B Distribution,WAPL-MC-E0485
Engagement Manager,Office of CFO, Improvement in Cashflow - DIO,Intermediate,Healthcare,WAPL-MC-E0485
Engagement Manager,Office of CFO, Improvement in Cashflow - DIO,Intermediate,IT/ITES,WAPL-MC-E0485
Engagement Manager,Office of CFO, Improvement in Cashflow - DIO,Intermediate,Logistics,WAPL-MC-E0485
Engagement Manager,Office of CFO, Improvement in Cashflow - DIO,Intermediate,Manufacturing,WAPL-MC-E0485
Engagement Manager,Office of CFO, Improvement in Cashflow - DIO,Intermediate,Others,WAPL-MC-E0485
Engagement Manager,Office of CFO, Improvement in Cashflow - DSO,Intermediate,B2B Distribution,WAPL-MC-E0485
Engagement Manager,Office of CFO, Improvement in Cashflow - DSO,Intermediate,Healthcare,WAPL-MC-E0485
Engagement Manager,Office of CFO, Improvement in Cashflow - DSO,Intermediate,IT/ITES,WAPL-MC-E0485
Engagement Manager,Office of CFO, Improvement in Cashflow - DSO,Intermediate,Logistics,WAPL-MC-E0485
Engagement Manager,Office of CFO, Improvement in Cashflow - DSO,Intermediate,Manufacturing,WAPL-MC-E0485
Engagement Manager,Office of CFO, Improvement in Cashflow - DSO,Intermediate,Others,WAPL-MC-E0485
Engagement Manager,Office of CFO, Improvement in Cashflow - DPO,Intermediate,B2B Distribution,WAPL-MC-E0485
Engagement Manager,Office of CFO, Improvement in Cashflow - DPO,Intermediate,Healthcare,WAPL-MC-E0485
Engagement Manager,Office of CFO, Improvement in Cashflow - DPO,Intermediate,IT/ITES,WAPL-MC-E0485
Engagement Manager,Office of CFO, Improvement in Cashflow - DPO,Intermediate,Logistics,WAPL-MC-E0485
Engagement Manager,Office of CFO, Improvement in Cashflow - DPO,Intermediate,Manufacturing,WAPL-MC-E0485
Engagement Manager,Office of CFO, Improvement in Cashflow - DPO,Intermediate,Others,WAPL-MC-E0485
Engagement Manager,Office of CFO, Stakeholder management / managing board meetings,Intermediate,B2B Distribution,WAPL-MC-E0485
Engagement Manager,Office of CFO, Stakeholder management / managing board meetings,Intermediate,Healthcare,WAPL-MC-E0485
Engagement Manager,Office of CFO, Stakeholder management / managing board meetings,Intermediate,IT/ITES,WAPL-MC-E0485
Engagement Manager,Office of CFO, Stakeholder management / managing board meetings,Intermediate,Logistics,WAPL-MC-E0485
Engagement Manager,Office of CFO, Stakeholder management / managing board meetings,Intermediate,Manufacturing,WAPL-MC-E0485
Engagement Manager,Office of CFO, Stakeholder management / managing board meetings,Intermediate,Others,WAPL-MC-E0485
Engagement Manager,Office of CFO, Setting up F&A Team ,Intermediate,B2B Distribution,WAPL-MC-E0485
Engagement Manager,Office of CFO, Setting up F&A Team ,Intermediate,Healthcare,WAPL-MC-E0485
Engagement Manager,Office of CFO, Setting up F&A Team ,Intermediate,IT/ITES,WAPL-MC-E0485
Engagement Manager,Office of CFO, Setting up F&A Team ,Intermediate,Logistics,WAPL-MC-E0485
Engagement Manager,Office of CFO, Setting up F&A Team ,Intermediate,Manufacturing,WAPL-MC-E0485
Engagement Manager,Office of CFO, Setting up F&A Team ,Intermediate,Others,WAPL-MC-E0485
Engagement Manager,Office of CFO, Participation in growth strategy/ Business Partnering Role,Intermediate,FMCG,WAPL-MC-E0524
Engagement Manager,Office of CFO, Debt Fund Raise ,Intermediate,FMCG,WAPL-MC-E0524
Engagement Manager,Office of CFO, Improvement in Cashflow - DIO,Intermediate,FMCG,WAPL-MC-E0524
Engagement Manager,Office of CFO, Improvement in Cashflow - DSO,Intermediate,FMCG,WAPL-MC-E0524
Engagement Manager,Office of CFO, Improvement in Cashflow - DPO,Intermediate,FMCG,WAPL-MC-E0524
Engagement Manager,Office of CFO, Stakeholder management / managing board meetings,Intermediate,FMCG,WAPL-MC-E0524
Engagement Manager,Office of CFO, Participation in growth strategy/ Business Partnering Role,Intermediate,IT/ITES,WAPL-MC-E0619
Engagement Manager,Office of CFO, Participation in growth strategy/ Business Partnering Role,Intermediate,Real estate/ Facility Management,WAPL-MC-E0619
Engagement Manager,Office of CFO, Participation in growth strategy/ Business Partnering Role,Intermediate,Technology -  SaaS,WAPL-MC-E0619
Engagement Manager,Office of CFO, Improvement in EBITDA,Intermediate,IT/ITES,WAPL-MC-E0619
Engagement Manager,Office of CFO, Improvement in EBITDA,Intermediate,Real estate/ Facility Management,WAPL-MC-E0619
Engagement Manager,Office of CFO, Improvement in EBITDA,Intermediate,Technology -  SaaS,WAPL-MC-E0619
Engagement Manager,Office of CFO, Improvement in Cashflow - DIO,Intermediate,IT/ITES,WAPL-MC-E0619
Engagement Manager,Office of CFO, Improvement in Cashflow - DIO,Intermediate,Real estate/ Facility Management,WAPL-MC-E0619
Engagement Manager,Office of CFO, Improvement in Cashflow - DIO,Intermediate,Technology -  SaaS,WAPL-MC-E0619
Engagement Manager,Office of CFO, Improvement in Cashflow - DSO,Intermediate,IT/ITES,WAPL-MC-E0619
Engagement Manager,Office of CFO, Improvement in Cashflow - DSO,Intermediate,Real estate/ Facility Management,WAPL-MC-E0619
Engagement Manager,Office of CFO, Improvement in Cashflow - DSO,Intermediate,Technology -  SaaS,WAPL-MC-E0619
Engagement Manager,Office of CFO, Improvement in Cashflow - DPO,Intermediate,IT/ITES,WAPL-MC-E0619
Engagement Manager,Office of CFO, Improvement in Cashflow - DPO,Intermediate,Real estate/ Facility Management,WAPL-MC-E0619
Engagement Manager,Office of CFO, Improvement in Cashflow - DPO,Intermediate,Technology -  SaaS,WAPL-MC-E0619
Engagement Manager,Office of CFO, Participation in growth strategy/ Business Partnering Role,Intermediate,IT/ITES,WAPL-MC-E0397
Engagement Manager,Office of CFO, Improvement in Cashflow - DIO,Intermediate,IT/ITES,WAPL-MC-E0397
Engagement Manager,Office of CFO, Improvement in Cashflow - DSO,Intermediate,IT/ITES,WAPL-MC-E0397
Engagement Manager,Office of CFO, Stakeholder management / managing board meetings,Intermediate,IT/ITES,WAPL-MC-E0397
Engagement Manager,Office of CFO, Setting up F&A Team ,Intermediate,IT/ITES,WAPL-MC-E0397
Engagement Manager,Digital Transformation, Procurement Tools Implementation - Vendor Portals,Intermediate,EPC Industry,WAPL-MC-E0431
Engagement Manager,Digital Transformation, Procurement Tools Implementation - Vendor Portals,Intermediate,Real estate/ Facility Management,WAPL-MC-E0431
Engagement Manager,Digital Transformation, Procurement Tools Implementation - Vendor Portals,Intermediate,Technology -  SaaS,WAPL-MC-E0431
Engagement Manager,Finance Transformation, Business Process Re-engineering,Intermediate,EPC Industry,WAPL-MC-E0431
Engagement Manager,Finance Transformation, Business Process Re-engineering,Intermediate,Healthcare,WAPL-MC-E0431
Engagement Manager,Finance Transformation, Business Process Re-engineering,Intermediate,Pharmaceuticals,WAPL-MC-E0431
Engagement Manager,Finance Transformation, Business Process Re-engineering,Intermediate,Real estate/ Facility Management,WAPL-MC-E0431
Engagement Manager,Finance Transformation, Business Process Re-engineering,Intermediate,Technology -  SaaS,WAPL-MC-E0431
Engagement Manager,Finance Transformation, Business Process Re-engineering,Intermediate,Telecommunications,WAPL-MC-E0431
Engagement Manager,Finance Transformation, Finance Strategy -Finance Tech Stack implementation,Intermediate,EPC Industry,WAPL-MC-E0431
Engagement Manager,Finance Transformation, Finance Strategy -Finance Tech Stack implementation,Intermediate,Healthcare,WAPL-MC-E0431
Engagement Manager,Finance Transformation, Finance Strategy -Finance Tech Stack implementation,Intermediate,Pharmaceuticals,WAPL-MC-E0431
Engagement Manager,Finance Transformation, Finance Strategy -Finance Tech Stack implementation,Intermediate,Real estate/ Facility Management,WAPL-MC-E0431
Engagement Manager,Finance Transformation, Finance Strategy -Finance Tech Stack implementation,Intermediate,Technology -  SaaS,WAPL-MC-E0431
Engagement Manager,Finance Transformation, Finance Strategy -Finance Tech Stack implementation,Intermediate,Telecommunications,WAPL-MC-E0431
Engagement Manager,Finance Transformation, Finance Strategy -Finance Operating Model,Intermediate,EPC Industry,WAPL-MC-E0431
Engagement Manager,Finance Transformation, Finance Strategy -Finance Operating Model,Intermediate,Healthcare,WAPL-MC-E0431
Engagement Manager,Finance Transformation, Finance Strategy -Finance Operating Model,Intermediate,Pharmaceuticals,WAPL-MC-E0431
Engagement Manager,Finance Transformation, Finance Strategy -Finance Operating Model,Intermediate,Real estate/ Facility Management,WAPL-MC-E0431
Engagement Manager,Finance Transformation, Finance Strategy -Finance Operating Model,Intermediate,Technology -  SaaS,WAPL-MC-E0431
Engagement Manager,Finance Transformation, Finance Strategy -Finance Operating Model,Intermediate,Telecommunications,WAPL-MC-E0431
Engagement Manager,Finance Transformation, Business Finance -Budgeting & Forecasting,Intermediate,EPC Industry,WAPL-MC-E0431
Engagement Manager,Finance Transformation, Business Finance -Budgeting & Forecasting,Intermediate,Healthcare,WAPL-MC-E0431
Engagement Manager,Finance Transformation, Business Finance -Budgeting & Forecasting,Intermediate,Pharmaceuticals,WAPL-MC-E0431
Engagement Manager,Finance Transformation, Business Finance -Budgeting & Forecasting,Intermediate,Real estate/ Facility Management,WAPL-MC-E0431
Engagement Manager,Finance Transformation, Business Finance -Budgeting & Forecasting,Intermediate,Technology -  SaaS,WAPL-MC-E0431
Engagement Manager,Finance Transformation, Business Finance -Budgeting & Forecasting,Intermediate,Telecommunications,WAPL-MC-E0431
Engagement Manager,Finance Transformation, Business Finance -Profitability & Costing,Intermediate,EPC Industry,WAPL-MC-E0431
Engagement Manager,Finance Transformation, Business Finance -Profitability & Costing,Intermediate,Healthcare,WAPL-MC-E0431
Engagement Manager,Finance Transformation, Business Finance -Profitability & Costing,Intermediate,Pharmaceuticals,WAPL-MC-E0431
Engagement Manager,Finance Transformation, Business Finance -Profitability & Costing,Intermediate,Real estate/ Facility Management,WAPL-MC-E0431
Engagement Manager,Finance Transformation, Business Finance -Profitability & Costing,Intermediate,Technology -  SaaS,WAPL-MC-E0431
Engagement Manager,Finance Transformation, Business Finance -Profitability & Costing,Intermediate,Telecommunications,WAPL-MC-E0431
Engagement Manager,Finance Transformation, Business Finance -Business Consolidations,Intermediate,EPC Industry,WAPL-MC-E0431
Engagement Manager,Finance Transformation, Business Finance -Business Consolidations,Intermediate,Healthcare,WAPL-MC-E0431
Engagement Manager,Finance Transformation, Business Finance -Business Consolidations,Intermediate,Pharmaceuticals,WAPL-MC-E0431
Engagement Manager,Finance Transformation, Business Finance -Business Consolidations,Intermediate,Real estate/ Facility Management,WAPL-MC-E0431
Engagement Manager,Finance Transformation, Business Finance -Business Consolidations,Intermediate,Technology -  SaaS,WAPL-MC-E0431
Engagement Manager,Finance Transformation, Business Finance -Business Consolidations,Intermediate,Telecommunications,WAPL-MC-E0431
Engagement Manager,Managed Services, Sales Tax return filling,Intermediate,EPC Industry,WAPL-MC-E0431
Engagement Manager,Managed Services, Sales Tax return filling,Intermediate,Healthcare,WAPL-MC-E0431
Engagement Manager,Managed Services, Sales Tax return filling,Intermediate,Pharmaceuticals,WAPL-MC-E0431
Engagement Manager,Managed Services, Sales Tax return filling,Intermediate,Real estate/ Facility Management,WAPL-MC-E0431
Engagement Manager,Managed Services, Sales Tax return filling,Intermediate,Technology -  SaaS,WAPL-MC-E0431
Engagement Manager,Managed Services, Sales Tax return filling,Intermediate,Telecommunications,WAPL-MC-E0431
Engagement Manager,Managed Services, SEC filings,Intermediate,EPC Industry,WAPL-MC-E0431
Engagement Manager,Managed Services, SEC filings,Intermediate,Healthcare,WAPL-MC-E0431
Engagement Manager,Managed Services, SEC filings,Intermediate,Pharmaceuticals,WAPL-MC-E0431
Engagement Manager,Managed Services, SEC filings,Intermediate,Real estate/ Facility Management,WAPL-MC-E0431
Engagement Manager,Managed Services, SEC filings,Intermediate,Technology -  SaaS,WAPL-MC-E0431
Engagement Manager,Managed Services, SEC filings,Intermediate,Telecommunications,WAPL-MC-E0431
Engagement Manager,Managed Services, Annual income tax and secretarial filing,Intermediate,EPC Industry,WAPL-MC-E0431
Engagement Manager,Managed Services, Annual income tax and secretarial filing,Intermediate,Healthcare,WAPL-MC-E0431
Engagement Manager,Managed Services, Annual income tax and secretarial filing,Intermediate,Pharmaceuticals,WAPL-MC-E0431
Engagement Manager,Managed Services, Annual income tax and secretarial filing,Intermediate,Real estate/ Facility Management,WAPL-MC-E0431
Engagement Manager,Managed Services, Annual income tax and secretarial filing,Intermediate,Technology -  SaaS,WAPL-MC-E0431
Engagement Manager,Managed Services, Annual income tax and secretarial filing,Intermediate,Telecommunications,WAPL-MC-E0431
Engagement Manager,Managed Services, Evaluation & Appointment of auditors,Intermediate,EPC Industry,WAPL-MC-E0431
Engagement Manager,Managed Services, Evaluation & Appointment of auditors,Intermediate,Healthcare,WAPL-MC-E0431
Engagement Manager,Managed Services, Evaluation & Appointment of auditors,Intermediate,Pharmaceuticals,WAPL-MC-E0431
Engagement Manager,Managed Services, Evaluation & Appointment of auditors,Intermediate,Real estate/ Facility Management,WAPL-MC-E0431
Engagement Manager,Managed Services, Evaluation & Appointment of auditors,Intermediate,Technology -  SaaS,WAPL-MC-E0431
Engagement Manager,Managed Services, Evaluation & Appointment of auditors,Intermediate,Telecommunications,WAPL-MC-E0431
Engagement Manager,Managed Services, IFRS and/or US GAAP,Intermediate,EPC Industry,WAPL-MC-E0431
Engagement Manager,Managed Services, IFRS and/or US GAAP,Intermediate,Healthcare,WAPL-MC-E0431
Engagement Manager,Managed Services, IFRS and/or US GAAP,Intermediate,Pharmaceuticals,WAPL-MC-E0431
Engagement Manager,Managed Services, IFRS and/or US GAAP,Intermediate,Real estate/ Facility Management,WAPL-MC-E0431
Engagement Manager,Managed Services, IFRS and/or US GAAP,Intermediate,Technology -  SaaS,WAPL-MC-E0431
Engagement Manager,Managed Services, IFRS and/or US GAAP,Intermediate,Telecommunications,WAPL-MC-E0431
Engagement Manager,Office of CFO, Improvement in EBITDA,Intermediate,Healthcare,WAPL-MC-E0431
Engagement Manager,Office of CFO, Improvement in EBITDA,Intermediate,Real estate/ Facility Management,WAPL-MC-E0431
Engagement Manager,Office of CFO, Improvement in EBITDA,Intermediate,Technology -  SaaS,WAPL-MC-E0431
Engagement Manager,Office of CFO, Improvement in Cashflow - DIO,Intermediate,Healthcare,WAPL-MC-E0431
Engagement Manager,Office of CFO, Improvement in Cashflow - DIO,Intermediate,Real estate/ Facility Management,WAPL-MC-E0431
Engagement Manager,Office of CFO, Improvement in Cashflow - DIO,Intermediate,Technology -  SaaS,WAPL-MC-E0431
Engagement Manager,Office of CFO, Improvement in Cashflow - DSO,Intermediate,Healthcare,WAPL-MC-E0431
Engagement Manager,Office of CFO, Improvement in Cashflow - DSO,Intermediate,Real estate/ Facility Management,WAPL-MC-E0431
Engagement Manager,Office of CFO, Improvement in Cashflow - DSO,Intermediate,Technology -  SaaS,WAPL-MC-E0431
Engagement Manager,Office of CFO, Improvement in Cashflow - DPO,Intermediate,Healthcare,WAPL-MC-E0431
Engagement Manager,Office of CFO, Improvement in Cashflow - DPO,Intermediate,Real estate/ Facility Management,WAPL-MC-E0431
Engagement Manager,Office of CFO, Improvement in Cashflow - DPO,Intermediate,Technology -  SaaS,WAPL-MC-E0431
Engagement Manager,Office of CFO, Stakeholder management / managing board meetings,Intermediate,Healthcare,WAPL-MC-E0431
Engagement Manager,Office of CFO, Stakeholder management / managing board meetings,Intermediate,Real estate/ Facility Management,WAPL-MC-E0431
Engagement Manager,Office of CFO, Stakeholder management / managing board meetings,Intermediate,Technology -  SaaS,WAPL-MC-E0431
Engagement Manager,Office of CFO, Setting up F&A Team ,Intermediate,Healthcare,WAPL-MC-E0431
Engagement Manager,Office of CFO, Setting up F&A Team ,Intermediate,Real estate/ Facility Management,WAPL-MC-E0431
Engagement Manager,Office of CFO, Setting up F&A Team ,Intermediate,Technology -  SaaS,WAPL-MC-E0431
Engagement Manager,Digital Transformation, BRD creation for tools,Intermediate,B2B Distribution,WAPL-MC-E0560
Engagement Manager,Digital Transformation, BRD creation for tools,Intermediate,Education,WAPL-MC-E0560
Engagement Manager,Digital Transformation, BRD creation for tools,Intermediate,Logistics,WAPL-MC-E0560
Engagement Manager,Digital Transformation, BRD creation for tools,Intermediate,Metals Industry,WAPL-MC-E0560
Engagement Manager,Digital Transformation, BRD creation for tools,Intermediate,Real estate/ Facility Management,WAPL-MC-E0560
Engagement Manager,Digital Transformation, ERP Implementation -SAP B1  ,Intermediate,B2B Distribution,WAPL-MC-E0560
Engagement Manager,Digital Transformation, ERP Implementation -SAP B1  ,Intermediate,Education,WAPL-MC-E0560
Engagement Manager,Digital Transformation, ERP Implementation -SAP B1  ,Intermediate,Logistics,WAPL-MC-E0560
Engagement Manager,Digital Transformation, ERP Implementation -SAP B1  ,Intermediate,Metals Industry,WAPL-MC-E0560
Engagement Manager,Digital Transformation, ERP Implementation -SAP B1  ,Intermediate,Real estate/ Facility Management,WAPL-MC-E0560
Engagement Manager,Digital Transformation, ERP Optimization -SAP B1,Intermediate,B2B Distribution,WAPL-MC-E0560
Engagement Manager,Digital Transformation, ERP Optimization -SAP B1,Intermediate,Education,WAPL-MC-E0560
Engagement Manager,Digital Transformation, ERP Optimization -SAP B1,Intermediate,Logistics,WAPL-MC-E0560
Engagement Manager,Digital Transformation, ERP Optimization -SAP B1,Intermediate,Metals Industry,WAPL-MC-E0560
Engagement Manager,Digital Transformation, ERP Optimization -SAP B1,Intermediate,Real estate/ Facility Management,WAPL-MC-E0560
Engagement Manager,Digital Transformation, ERP Implementation -SAP HANA,Intermediate,B2B Distribution,WAPL-MC-E0560
Engagement Manager,Digital Transformation, ERP Implementation -SAP HANA,Intermediate,Education,WAPL-MC-E0560
Engagement Manager,Digital Transformation, ERP Implementation -SAP HANA,Intermediate,Logistics,WAPL-MC-E0560
Engagement Manager,Digital Transformation, ERP Implementation -SAP HANA,Intermediate,Metals Industry,WAPL-MC-E0560
Engagement Manager,Digital Transformation, ERP Implementation -SAP HANA,Intermediate,Real estate/ Facility Management,WAPL-MC-E0560
Engagement Manager,Digital Transformation, ERP Optimization -SAP HANA,Intermediate,B2B Distribution,WAPL-MC-E0560
Engagement Manager,Digital Transformation, ERP Optimization -SAP HANA,Intermediate,Education,WAPL-MC-E0560
Engagement Manager,Digital Transformation, ERP Optimization -SAP HANA,Intermediate,Logistics,WAPL-MC-E0560
Engagement Manager,Digital Transformation, ERP Optimization -SAP HANA,Intermediate,Metals Industry,WAPL-MC-E0560
Engagement Manager,Digital Transformation, ERP Optimization -SAP HANA,Intermediate,Real estate/ Facility Management,WAPL-MC-E0560
Engagement Manager,Digital Transformation, Procurement Tools Implementation - Vendor Portals,Intermediate,B2B Distribution,WAPL-MC-E0560
Engagement Manager,Digital Transformation, Procurement Tools Implementation - Vendor Portals,Intermediate,Education,WAPL-MC-E0560
Engagement Manager,Digital Transformation, Procurement Tools Implementation - Vendor Portals,Intermediate,Logistics,WAPL-MC-E0560
Engagement Manager,Digital Transformation, Procurement Tools Implementation - Vendor Portals,Intermediate,Metals Industry,WAPL-MC-E0560
Engagement Manager,Digital Transformation, Procurement Tools Implementation - Vendor Portals,Intermediate,Real estate/ Facility Management,WAPL-MC-E0560
Engagement Manager,Operations Transformation, Customer Experience -Customer Journey Mapping ,Intermediate,B2B Distribution,WAPL-MC-E0560
Engagement Manager,Operations Transformation, Customer Experience -Customer Journey Mapping ,Intermediate,Education,WAPL-MC-E0560
Engagement Manager,Operations Transformation, Customer Experience -Customer Journey Mapping ,Intermediate,Logistics,WAPL-MC-E0560
Engagement Manager,Operations Transformation, Customer Experience -Customer Journey Mapping ,Intermediate,Metals Industry,WAPL-MC-E0560
Engagement Manager,Operations Transformation, Customer Experience -Customer Journey Mapping ,Intermediate,Real estate/ Facility Management,WAPL-MC-E0560
Engagement Manager,Operations Transformation, Customer Experience -Customer LTV improvement,Intermediate,B2B Distribution,WAPL-MC-E0560
Engagement Manager,Operations Transformation, Customer Experience -Customer LTV improvement,Intermediate,Education,WAPL-MC-E0560
Engagement Manager,Operations Transformation, Customer Experience -Customer LTV improvement,Intermediate,Logistics,WAPL-MC-E0560
Engagement Manager,Operations Transformation, Customer Experience -Customer LTV improvement,Intermediate,Metals Industry,WAPL-MC-E0560
Engagement Manager,Operations Transformation, Customer Experience -Customer LTV improvement,Intermediate,Real estate/ Facility Management,WAPL-MC-E0560
Engagement Manager,Finance Transformation, Finance Strategy -Finance Operating Model,Intermediate,B2B Distribution,WAPL-MC-E0560
Engagement Manager,Finance Transformation, Finance Strategy -Finance Operating Model,Intermediate,Education,WAPL-MC-E0560
Engagement Manager,Finance Transformation, Finance Strategy -Finance Operating Model,Intermediate,Metals Industry,WAPL-MC-E0560
Engagement Manager,Finance Transformation, Finance Strategy -Finance Operating Model,Intermediate,Real estate/ Facility Management,WAPL-MC-E0560
Engagement Manager,Finance Transformation, SSC Setup & Optimizations,Intermediate,B2B Distribution,WAPL-MC-E0560
Engagement Manager,Finance Transformation, SSC Setup & Optimizations,Intermediate,Education,WAPL-MC-E0560
Engagement Manager,Finance Transformation, SSC Setup & Optimizations,Intermediate,Metals Industry,WAPL-MC-E0560
Engagement Manager,Finance Transformation, SSC Setup & Optimizations,Intermediate,Real estate/ Facility Management,WAPL-MC-E0560
Engagement Manager,Finance Transformation, Business Finance -Budgeting & Forecasting,Intermediate,B2B Distribution,WAPL-MC-E0560
Engagement Manager,Finance Transformation, Business Finance -Budgeting & Forecasting,Intermediate,Education,WAPL-MC-E0560
Engagement Manager,Finance Transformation, Business Finance -Budgeting & Forecasting,Intermediate,Metals Industry,WAPL-MC-E0560
Engagement Manager,Finance Transformation, Business Finance -Budgeting & Forecasting,Intermediate,Real estate/ Facility Management,WAPL-MC-E0560
Engagement Manager,Finance Transformation, Business Finance -Profitability & Costing,Intermediate,B2B Distribution,WAPL-MC-E0560
Engagement Manager,Finance Transformation, Business Finance -Profitability & Costing,Intermediate,Education,WAPL-MC-E0560
Engagement Manager,Finance Transformation, Business Finance -Profitability & Costing,Intermediate,Metals Industry,WAPL-MC-E0560
Engagement Manager,Finance Transformation, Business Finance -Profitability & Costing,Intermediate,Real estate/ Facility Management,WAPL-MC-E0560
Engagement Manager,Finance Transformation, Business Finance -Business Consolidations,Intermediate,B2B Distribution,WAPL-MC-E0560
Engagement Manager,Finance Transformation, Business Finance -Business Consolidations,Intermediate,Education,WAPL-MC-E0560
Engagement Manager,Finance Transformation, Business Finance -Business Consolidations,Intermediate,Metals Industry,WAPL-MC-E0560
Engagement Manager,Finance Transformation, Business Finance -Business Consolidations,Intermediate,Real estate/ Facility Management,WAPL-MC-E0560
Engagement Manager,Data Analytics, Data Hygiene - Unstructured to Structured (Data Modelling),Intermediate,B2B Distribution,WAPL-MC-E0560
Engagement Manager,Data Analytics, Data Hygiene - Unstructured to Structured (Data Modelling),Intermediate,Logistics,WAPL-MC-E0560
Engagement Manager,Data Analytics, Data Hygiene - Unstructured to Structured (Data Modelling),Intermediate,Metals Industry,WAPL-MC-E0560
Engagement Manager,Data Analytics, ETL - Data Integration ,Intermediate,B2B Distribution,WAPL-MC-E0560
Engagement Manager,Data Analytics, ETL - Data Integration ,Intermediate,Logistics,WAPL-MC-E0560
Engagement Manager,Data Analytics, ETL - Data Integration ,Intermediate,Metals Industry,WAPL-MC-E0560
Engagement Manager,Data Analytics, ETL - Data Warehousing,Intermediate,B2B Distribution,WAPL-MC-E0560
Engagement Manager,Data Analytics, ETL - Data Warehousing,Intermediate,Logistics,WAPL-MC-E0560
Engagement Manager,Data Analytics, ETL - Data Warehousing,Intermediate,Metals Industry,WAPL-MC-E0560
Engagement Manager,Data Analytics, Data Visibility  ,Intermediate,B2B Distribution,WAPL-MC-E0560
Engagement Manager,Data Analytics, Data Visibility  ,Intermediate,Logistics,WAPL-MC-E0560
Engagement Manager,Data Analytics, Data Visibility  ,Intermediate,Metals Industry,WAPL-MC-E0560
Engagement Manager,Data Analytics, Predictive & Prescriptive Analytics,Intermediate,B2B Distribution,WAPL-MC-E0560
Engagement Manager,Data Analytics, Predictive & Prescriptive Analytics,Intermediate,Logistics,WAPL-MC-E0560
Engagement Manager,Data Analytics, Predictive & Prescriptive Analytics,Intermediate,Metals Industry,WAPL-MC-E0560
Engagement Manager,Data Analytics, Analytics as a service ,Intermediate,B2B Distribution,WAPL-MC-E0560
Engagement Manager,Data Analytics, Analytics as a service ,Intermediate,Logistics,WAPL-MC-E0560
Engagement Manager,Data Analytics, Analytics as a service ,Intermediate,Metals Industry,WAPL-MC-E0560
Engagement Manager,Managed Services, Accounting policy drafting,Intermediate,B2B Distribution,WAPL-MC-E0560
Engagement Manager,Managed Services, Accounting policy drafting,Intermediate,Education,WAPL-MC-E0560
Engagement Manager,Managed Services, Accounting policy drafting,Intermediate,Metals Industry,WAPL-MC-E0560
Engagement Manager,Managed Services, Accounting policy drafting,Intermediate,Real estate/ Facility Management,WAPL-MC-E0560
Engagement Manager,Managed Services, Review of day to day transaction entry,Intermediate,B2B Distribution,WAPL-MC-E0560
Engagement Manager,Managed Services, Review of day to day transaction entry,Intermediate,Education,WAPL-MC-E0560
Engagement Manager,Managed Services, Review of day to day transaction entry,Intermediate,Metals Industry,WAPL-MC-E0560
Engagement Manager,Managed Services, Review of day to day transaction entry,Intermediate,Real estate/ Facility Management,WAPL-MC-E0560
Engagement Manager,Managed Services," Monthly reporting to local mgmt., head office",Intermediate,B2B Distribution,WAPL-MC-E0560
Engagement Manager,Managed Services," Monthly reporting to local mgmt., head office",Intermediate,Education,WAPL-MC-E0560
Engagement Manager,Managed Services," Monthly reporting to local mgmt., head office",Intermediate,Metals Industry,WAPL-MC-E0560
Engagement Manager,Managed Services," Monthly reporting to local mgmt., head office",Intermediate,Real estate/ Facility Management,WAPL-MC-E0560
Engagement Manager,Managed Services, Monthly Withholding payments and filings,Intermediate,B2B Distribution,WAPL-MC-E0560
Engagement Manager,Managed Services, Monthly Withholding payments and filings,Intermediate,Education,WAPL-MC-E0560
Engagement Manager,Managed Services, Monthly Withholding payments and filings,Intermediate,Metals Industry,WAPL-MC-E0560
Engagement Manager,Managed Services, Monthly Withholding payments and filings,Intermediate,Real estate/ Facility Management,WAPL-MC-E0560
Engagement Manager,Managed Services, SEC filings,Intermediate,B2B Distribution,WAPL-MC-E0560
Engagement Manager,Managed Services, SEC filings,Intermediate,Education,WAPL-MC-E0560
Engagement Manager,Managed Services, SEC filings,Intermediate,Metals Industry,WAPL-MC-E0560
Engagement Manager,Managed Services, SEC filings,Intermediate,Real estate/ Facility Management,WAPL-MC-E0560
Engagement Manager,Managed Services, Annual income tax and secretarial filing,Intermediate,B2B Distribution,WAPL-MC-E0560
Engagement Manager,Managed Services, Annual income tax and secretarial filing,Intermediate,Education,WAPL-MC-E0560
Engagement Manager,Managed Services, Annual income tax and secretarial filing,Intermediate,Metals Industry,WAPL-MC-E0560
Engagement Manager,Managed Services, Annual income tax and secretarial filing,Intermediate,Real estate/ Facility Management,WAPL-MC-E0560
Engagement Manager,Managed Services, Evaluation & Appointment of auditors,Intermediate,B2B Distribution,WAPL-MC-E0560
Engagement Manager,Managed Services, Evaluation & Appointment of auditors,Intermediate,Education,WAPL-MC-E0560
Engagement Manager,Managed Services, Evaluation & Appointment of auditors,Intermediate,Metals Industry,WAPL-MC-E0560
Engagement Manager,Managed Services, Evaluation & Appointment of auditors,Intermediate,Real estate/ Facility Management,WAPL-MC-E0560
